task_id,project_id,project_domain,project_status,project_budget,project_start_days_ago,assignee_id,assignee_role,assignee_experience,assignee_availability,assignee_cost_rate,assignee_recent_hours,assignee_utilization,task_type,priority,complexity_score,status,progress_percentage,estimated_effort_hours,estimated_duration_days,num_dependencies,dependency_depth,num_risks,max_risk_severity,max_risk_severity_ord,avg_risk_probability,risk_level,actual_effort_hours,actual_duration_days,is_delayed,delay_days,effort_overrun_ratio
1751,86,IoT,In Progress,104000,744,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,DevOps Setup,High,9.2,Completed,100,6,1,3,4,1,2217,1,0.55,Low,8.3,0,0,0,0.383
1752,86,IoT,In Progress,104000,744,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,API Integration,High,3.8,Blocked,25.1,101.5,17,2,3,2,2219,3,0.79,High,27.4,4,0,0,0
1753,86,IoT,In Progress,104000,744,70,Senior Developer,9.6,0.6,170.04,37.9,0.325,Backend Development,Medium,7.8,In Progress,43.9,6,1,1,1,1,2220,1,0.71,Low,3.4,0,0,0,0
1754,86,IoT,In Progress,104000,744,22,UI/UX Designer,5.3,0.68,105.1,44.9,0.436,Testing & QA,Medium,9.5,Not Started,0,93.5,6,0,0,1,2221,4,0.77,Critical,0,0,0,0,0
1755,86,IoT,In Progress,104000,744,127,Developer,3,0.53,98.72,31.1,0.235,Backend Development,Medium,8.4,Blocked,17.6,90.4,17,1,1,0,None,0,0,Low,16.5,2,0,0,0
1756,86,IoT,In Progress,104000,744,114,Developer,5.1,0.81,114.73,65.6,0.759,Backend Development,High,3.1,Blocked,31,38.5,2,1,2,1,2223,2,0.26,Medium,12.8,0,0,0,0
1757,86,IoT,In Progress,104000,744,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Backend Development,Medium,9.7,Blocked,10,24,4,2,3,0,None,0,0,Low,2,0,0,0,0
1758,87,Logistics,Completed,202000,663,56,QA Engineer,6.3,0.55,113.56,28,0.22,Testing & QA,High,9.8,Completed,100,10.5,1,0,0,0,None,0,0,Low,12.4,1,0,0,0.181
1759,87,Logistics,Completed,202000,663,112,Senior Developer,4.4,0.92,121.4,61.7,0.811,Deployment,Low,5.1,Completed,100,147.5,36,0,0,0,None,0,0,Low,179.3,39,1,3,0.216
1760,87,Logistics,Completed,202000,663,15,Developer,4.8,0.54,98.99,42,0.324,Research,Medium,9.6,Completed,100,60.6,2,1,1,1,2227,1,0.45,Low,69,2,0,0,0.139
1761,87,Logistics,Completed,202000,663,100,Senior Developer,8.6,0.68,165.41,31.6,0.307,Deployment,Low,8.5,Completed,100,53.5,6,3,2,2,2229,3,0.645,High,65.8,9,1,3,0.23
1762,87,Logistics,Completed,202000,663,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Code Review,Critical,1.1,Completed,100,14.3,1,2,1,2,2231,3,0.66,High,19.9,1,0,0,0.392
1763,87,Logistics,Completed,202000,663,137,UI/UX Designer,3,0.51,102.85,24.3,0.177,Research,Critical,8,Completed,100,22.7,5,3,3,0,None,0,0,Low,20.1,7,1,2,0
1764,87,Logistics,Completed,202000,663,146,Developer,5.4,0.79,116.61,23.5,0.265,Documentation,Medium,5.2,Completed,100,21.2,2,3,4,2,2234,2,0.205,Medium,23.3,2,0,0,0.099
1765,87,Logistics,Completed,202000,663,42,DevOps Engineer,2.9,0.8,120.29,32.3,0.369,Deployment,Medium,9.9,Completed,100,17.3,3,2,1,0,None,0,0,Low,23.3,3,0,0,0.347
1766,87,Logistics,Completed,202000,663,61,Senior Developer,6.7,0.5,136.89,59.3,0.424,UI/UX Design,Medium,2.2,Completed,100,15.1,1,1,1,3,2236,4,0.407,Critical,17.9,1,0,0,0.185
1767,87,Logistics,Completed,202000,663,72,Senior Developer,7.2,0.96,145.72,20.4,0.28,Database Design,Critical,3.6,Completed,100,14.3,3,1,4,0,None,0,0,Low,16.2,4,1,1,0.133
1768,87,Logistics,Completed,202000,663,71,Project Manager,0.5,0.97,134.17,49.1,0.68,Deployment,High,3.4,Completed,100,134.6,16,2,5,3,2240,4,0.74,Critical,130.8,23,1,7,0
1769,87,Logistics,Completed,202000,663,139,Project Manager,3.8,0.87,145.18,47,0.584,Frontend Development,Critical,4.5,Completed,100,7.4,1,1,5,2,2243,3,0.37,High,7.8,1,0,0,0.054
1770,87,Logistics,Completed,202000,663,102,Developer,4.9,0.75,105.26,21,0.225,Testing & QA,Medium,4,Completed,100,75.4,8,1,6,2,2245,2,0.525,Medium,67.4,7,0,0,0
1771,87,Logistics,Completed,202000,663,93,Senior Developer,0.9,0.9,109.68,41,0.527,Backend Development,High,8.6,Completed,100,67.4,19,1,1,1,2247,3,0.84,High,94.6,17,0,0,0.404
1772,87,Logistics,Completed,202000,663,4,Project Manager,4.9,0.92,140.8,64.4,0.846,Testing & QA,High,9.8,Completed,100,44.5,2,3,2,0,None,0,0,Low,58,3,1,1,0.303
1773,87,Logistics,Completed,202000,663,83,Senior Developer,7.4,0.85,159.62,46.2,0.561,Frontend Development,Medium,9.9,Completed,100,200,26,0,0,0,None,0,0,Low,182.1,32,1,6,0
1774,87,Logistics,Completed,202000,663,46,Developer,4.9,0.68,108.63,38.6,0.375,Research,Medium,5.2,Completed,100,88.8,12,1,6,0,None,0,0,Low,132.4,14,1,2,0.491
1775,87,Logistics,Completed,202000,663,113,Developer,1.5,0.56,94.97,22,0.176,Documentation,Medium,8.6,Completed,100,175.7,20,3,2,2,2252,3,0.56,High,220.3,23,1,3,0.254
1776,87,Logistics,Completed,202000,663,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Backend Development,Medium,1.1,Completed,100,39,6,0,0,0,None,0,0,Low,31.2,7,1,1,0
1777,87,Logistics,Completed,202000,663,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Documentation,High,6.9,Completed,100,24.8,3,3,5,0,None,0,0,Low,21.3,3,0,0,0
1778,88,Education,Completed,97000,984,13,Project Manager,5.1,0.66,151.2,54.6,0.515,Research,High,7.5,Completed,100,200,48,0,0,0,None,0,0,Low,198,46,0,0,0
1779,88,Education,Completed,97000,984,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,API Integration,Low,3,Completed,100,70.3,11,1,1,1,2256,3,0.95,High,68.9,10,0,0,0
1780,88,Education,Completed,97000,984,113,Developer,1.5,0.56,94.97,22,0.176,Database Design,High,6.8,Completed,100,200,49,1,2,0,None,0,0,Low,286.3,60,1,11,0.432
1781,88,Education,Completed,97000,984,142,Developer,2,0.51,102.29,64.9,0.473,Performance Optimization,Medium,6.5,Completed,100,106.1,6,2,3,1,2258,1,0.61,Low,124.3,8,1,2,0.172
1782,88,Education,Completed,97000,984,67,Senior Developer,3.8,0.99,128.1,69.9,0.989,Code Review,Medium,6.3,Completed,100,93.2,17,0,0,1,2259,3,0.53,High,125.4,18,1,1,0.345
1783,88,Education,Completed,97000,984,91,DevOps Engineer,3.1,0.77,124.61,20.8,0.229,Testing & QA,Low,4.5,Completed,100,72.6,13,0,0,0,None,0,0,Low,97.7,18,1,5,0.346
1784,88,Education,Completed,97000,984,61,Senior Developer,6.7,0.5,136.89,59.3,0.424,Security Review,High,2.2,Completed,100,38.3,4,1,1,0,None,0,0,Low,57.5,5,1,1,0.501
1785,88,Education,Completed,97000,984,130,Senior Developer,5.2,0.81,127.54,40.9,0.473,DevOps Setup,Low,4.1,Completed,100,44.3,3,2,2,0,None,0,0,Low,36.5,3,0,0,0
1786,88,Education,Completed,97000,984,20,Developer,2,0.89,87.87,54.3,0.69,Documentation,Low,8.2,Completed,100,12.2,1,3,3,0,None,0,0,Low,17.6,1,0,0,0.443
1787,88,Education,Completed,97000,984,147,Senior Developer,11.5,0.64,162.44,51,0.466,API Integration,Medium,3.4,Completed,100,17.8,3,0,0,0,None,0,0,Low,16.8,4,1,1,0
1788,88,Education,Completed,97000,984,107,Developer,3.5,0.51,101.59,64,0.466,DevOps Setup,High,8.9,Completed,100,35.6,6,1,1,2,2266,2,0.36,Medium,47.2,7,1,1,0.326
1789,88,Education,Completed,97000,984,73,QA Engineer,4.2,0.98,103.63,35.4,0.496,Frontend Development,High,6,Completed,100,16.8,5,1,2,1,2267,3,0.76,High,21.4,5,0,0,0.274
1790,88,Education,Completed,97000,984,93,Senior Developer,0.9,0.9,109.68,41,0.527,Database Design,Low,8.4,Completed,100,2,1,2,1,0,None,0,0,Low,2.2,1,0,0,0.1
1791,88,Education,Completed,97000,984,96,Developer,5.2,0.58,101.75,38.4,0.318,DevOps Setup,Critical,1.3,Completed,100,22.6,4,3,4,1,2269,1,0.55,Low,28.3,4,0,0,0.252
1792,88,Education,Completed,97000,984,76,Senior Developer,8.1,0.97,160.61,50.2,0.696,Documentation,Critical,2.2,Completed,100,15.2,2,3,4,1,2270,2,0.36,Medium,16.8,2,0,0,0.105
1793,88,Education,Completed,97000,984,95,Senior Developer,7.3,0.7,140.34,47.2,0.472,Performance Optimization,Low,3.2,Completed,100,15.5,1,1,3,0,None,0,0,Low,16.3,1,0,0,0.052
1794,88,Education,Completed,97000,984,39,Developer,2.6,0.76,99.95,21.1,0.229,Backend Development,Medium,5.4,Completed,100,200,41,0,0,2,2273,3,0.44,High,164,38,0,0,0
1795,89,Cybersecurity,Completed,218000,986,63,Developer,0.5,0.86,82.55,56.6,0.695,Research,Medium,8.3,Completed,100,47.9,10,0,0,3,2276,3,0.61,High,52.1,14,1,4,0.088
1796,89,Cybersecurity,Completed,218000,986,93,Senior Developer,0.9,0.9,109.68,41,0.527,DevOps Setup,Medium,7.9,Completed,100,11.2,3,0,0,0,None,0,0,Low,16.7,3,0,0,0.491
1797,89,Cybersecurity,Completed,218000,986,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,API Integration,Medium,2.8,Completed,100,11.2,1,2,1,0,None,0,0,Low,14.4,1,0,0,0.286
1798,89,Cybersecurity,Completed,218000,986,105,Senior Developer,9.6,0.75,174.41,21.2,0.227,Code Review,Medium,3.6,Completed,100,22.8,1,2,2,0,None,0,0,Low,25.5,1,0,0,0.118
1799,89,Cybersecurity,Completed,218000,986,144,Developer,3,0.98,98.2,64.3,0.9,DevOps Setup,Low,1.1,Completed,100,20.7,4,3,3,0,None,0,0,Low,24.4,5,1,1,0.179
1800,89,Cybersecurity,Completed,218000,986,93,Senior Developer,0.9,0.9,109.68,41,0.527,Security Review,Low,7,Completed,100,11.6,2,1,3,0,None,0,0,Low,14.6,2,0,0,0.259
1801,89,Cybersecurity,Completed,218000,986,59,Senior Developer,6.6,0.82,134.13,57.2,0.67,Data Migration,Medium,7.8,Completed,100,5.5,1,2,1,0,None,0,0,Low,5.6,0,0,0,0.018
1802,89,Cybersecurity,Completed,218000,986,59,Senior Developer,6.6,0.82,134.13,57.2,0.67,Documentation,High,4,Completed,100,19.1,2,3,4,1,2283,3,0.38,High,28.3,2,0,0,0.482
1803,89,Cybersecurity,Completed,218000,986,33,DevOps Engineer,5.3,0.9,124.5,23.5,0.302,Performance Optimization,High,7.6,Completed,100,37.8,3,1,2,0,None,0,0,Low,51.6,3,0,0,0.365
1804,89,Cybersecurity,Completed,218000,986,105,Senior Developer,9.6,0.75,174.41,21.2,0.227,Bug Fixing,Medium,6.8,Completed,100,88.4,20,2,2,1,2285,2,0.89,Medium,81.4,27,1,7,0
1805,89,Cybersecurity,Completed,218000,986,36,Developer,2.2,0.91,101.16,69.4,0.902,Data Migration,Medium,7.6,Completed,100,34.8,11,0,0,1,2286,1,0.71,Low,40.4,16,1,5,0.161
1806,89,Cybersecurity,Completed,218000,986,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,Performance Optimization,Medium,2.4,Completed,100,5.5,1,1,3,0,None,0,0,Low,7.6,1,0,0,0.382
1807,89,Cybersecurity,Completed,218000,986,21,UI/UX Designer,5.6,0.89,105.39,40.2,0.511,DevOps Setup,Medium,3.3,Completed,100,195.1,31,3,3,0,None,0,0,Low,259.1,43,1,12,0.328
1808,89,Cybersecurity,Completed,218000,986,38,Developer,2.4,0.56,92.11,68.7,0.55,UI/UX Design,Medium,5.1,Completed,100,8.5,1,0,0,0,None,0,0,Low,8.8,1,0,0,0.035
1809,89,Cybersecurity,Completed,218000,986,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,Performance Optimization,Medium,6,Completed,100,17.3,3,3,4,0,None,0,0,Low,15.3,2,0,0,0
1810,89,Cybersecurity,Completed,218000,986,117,Developer,2.9,0.69,102.71,20.8,0.205,Bug Fixing,Low,7.4,Completed,100,10.1,1,2,5,1,2291,4,0.74,Critical,8.5,1,0,0,0
1811,89,Cybersecurity,Completed,218000,986,108,Senior Developer,4.5,0.97,136.78,38.8,0.538,Backend Development,Low,9.3,Completed,100,25.5,4,0,0,0,None,0,0,Low,34.9,5,1,1,0.369
1812,89,Cybersecurity,Completed,218000,986,121,Senior Developer,9.3,0.66,173.9,24.6,0.232,Testing & QA,High,3,Completed,100,65.3,1,3,4,0,None,0,0,Low,68.9,1,0,0,0.055
1813,89,Cybersecurity,Completed,218000,986,9,Project Manager,3.2,0.8,126.57,40.8,0.466,Code Review,Low,3.1,Completed,100,71.1,10,0,0,0,None,0,0,Low,86.2,15,1,5,0.212
1814,89,Cybersecurity,Completed,218000,986,43,Developer,2.5,0.57,95.42,56.7,0.462,Research,Medium,6.2,Completed,100,4.4,1,3,5,0,None,0,0,Low,5,1,0,0,0.136
1815,89,Cybersecurity,Completed,218000,986,136,Developer,2.5,0.71,103.4,41.1,0.417,Frontend Development,Low,1.8,Completed,100,138.4,19,2,4,1,2296,2,0.66,Medium,183.4,19,0,0,0.325
1816,89,Cybersecurity,Completed,218000,986,109,QA Engineer,7,0.73,108.99,54.5,0.568,Bug Fixing,Medium,2.2,Completed,100,55.7,7,1,1,2,2297,3,0.16,High,51.3,6,0,0,0
1817,89,Cybersecurity,Completed,218000,986,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,DevOps Setup,Low,4.4,Completed,100,30.1,7,2,4,1,2299,3,0.49,High,42.5,7,0,0,0.412
1818,89,Cybersecurity,Completed,218000,986,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,API Integration,High,6.6,Completed,100,57.5,5,0,0,0,None,0,0,Low,70.1,6,1,1,0.219
1819,89,Cybersecurity,Completed,218000,986,87,Senior Developer,7.7,0.52,138.25,58.3,0.433,DevOps Setup,High,9.4,Completed,100,19.4,6,0,0,2,2301,4,0.755,Critical,21.7,6,0,0,0.119
1820,89,Cybersecurity,Completed,218000,986,28,Senior Developer,9.8,0.76,161.52,39.3,0.427,Performance Optimization,High,4.4,Completed,100,83.5,5,0,0,2,2303,4,0.54,Critical,96.6,5,0,0,0.157
1821,89,Cybersecurity,Completed,218000,986,91,DevOps Engineer,3.1,0.77,124.61,20.8,0.229,Code Review,Low,5.3,Completed,100,53.9,9,3,2,1,2305,2,0.75,Medium,68.8,13,1,4,0.276
1822,90,Cybersecurity,Cancelled,51000,905,77,Developer,0.8,0.81,97.06,49.6,0.574,Deployment,Low,5.9,Cancelled,0,20.5,2,0,0,0,None,0,0,Low,0,0,0,0,0
1823,90,Cybersecurity,Cancelled,51000,905,145,Developer,6.6,0.73,115.93,30.5,0.318,Documentation,Medium,4.2,Cancelled,0,31.9,6,0,0,3,2307,2,0.417,Medium,0,0,0,0,0
1824,90,Cybersecurity,Cancelled,51000,905,149,Senior Developer,4.1,0.99,145.44,63.2,0.894,Security Review,High,8.1,Cancelled,0,11.8,1,0,0,0,None,0,0,Low,0,0,0,0,0
1825,90,Cybersecurity,Cancelled,51000,905,110,QA Engineer,0.5,0.97,80.13,50.7,0.703,Security Review,High,8.4,Cancelled,0,65.1,10,1,1,1,2311,2,0.74,Medium,0,0,0,0,0
1826,90,Cybersecurity,Cancelled,51000,905,82,Developer,4.3,0.76,103.31,47.2,0.512,Testing & QA,Medium,6,Cancelled,0,14.4,4,1,1,2,2312,2,0.49,Medium,0,0,0,0,0
1827,90,Cybersecurity,Cancelled,51000,905,37,Developer,3,0.71,92.32,58.5,0.593,Deployment,Low,1.5,Cancelled,0,39.6,5,2,2,0,None,0,0,Low,0,0,0,0,0
1828,90,Cybersecurity,Cancelled,51000,905,54,Project Manager,2.2,0.63,137.46,26.3,0.237,Backend Development,High,3.1,Cancelled,0,56.5,11,1,1,1,2315,2,0.32,Medium,0,0,0,0,0
1829,90,Cybersecurity,Cancelled,51000,905,148,DevOps Engineer,1,0.73,107.02,27.8,0.29,UI/UX Design,Medium,3.6,Cancelled,0,200,25,1,2,1,2316,3,0.35,High,0,0,0,0,0
1830,90,Cybersecurity,Cancelled,51000,905,26,Developer,6.4,0.56,116.99,64.4,0.515,Bug Fixing,High,1.5,Cancelled,0,4.6,1,2,3,1,2317,3,0.26,High,0,0,0,0,0
1831,90,Cybersecurity,Cancelled,51000,905,31,UI/UX Designer,6.7,0.61,109.98,23.9,0.208,DevOps Setup,Medium,9.7,Cancelled,0,38.5,5,0,0,0,None,0,0,Low,0,0,0,0,0
1832,90,Cybersecurity,Cancelled,51000,905,113,Developer,1.5,0.56,94.97,22,0.176,Testing & QA,Medium,2.3,Cancelled,0,58.4,1,0,0,2,2320,2,0.415,Medium,0,0,0,0,0
1833,90,Cybersecurity,Cancelled,51000,905,74,DevOps Engineer,2.8,0.65,116.95,22.5,0.209,API Integration,High,6.5,Cancelled,0,8.4,1,2,2,1,2321,2,0.34,Medium,0,0,0,0,0
1834,90,Cybersecurity,Cancelled,51000,905,28,Senior Developer,9.8,0.76,161.52,39.3,0.427,Bug Fixing,Medium,1.2,Cancelled,0,68.7,7,0,0,0,None,0,0,Low,0,0,0,0,0
1835,90,Cybersecurity,Cancelled,51000,905,72,Senior Developer,7.2,0.96,145.72,20.4,0.28,Bug Fixing,Medium,4.2,Cancelled,0,11.9,1,3,1,0,None,0,0,Low,0,0,0,0,0
1836,90,Cybersecurity,Cancelled,51000,905,142,Developer,2,0.51,102.29,64.9,0.473,Database Design,Low,4.8,Cancelled,0,19.7,1,2,4,2,2324,4,0.465,Critical,0,0,0,0,0
1837,90,Cybersecurity,Cancelled,51000,905,44,DevOps Engineer,3.8,0.99,118.5,32.6,0.461,Research,Medium,9.3,Cancelled,0,112.3,6,1,2,0,None,0,0,Low,0,0,0,0,0
1838,90,Cybersecurity,Cancelled,51000,905,11,Developer,1.5,0.84,90.28,53,0.636,Backend Development,Medium,3.4,Cancelled,0,7.3,1,3,5,2,2327,2,0.37,Medium,0,0,0,0,0
1839,90,Cybersecurity,Cancelled,51000,905,50,UI/UX Designer,1.7,0.76,92.31,31.3,0.34,Bug Fixing,Medium,5.1,Cancelled,0,43.4,11,0,0,2,2329,1,0.87,Low,0,0,0,0,0
1840,90,Cybersecurity,Cancelled,51000,905,7,UI/UX Designer,0.5,0.65,89.78,60.7,0.564,Backend Development,Medium,3.5,Cancelled,0,27.1,1,0,0,0,None,0,0,Low,0,0,0,0,0
1841,90,Cybersecurity,Cancelled,51000,905,147,Senior Developer,11.5,0.64,162.44,51,0.466,DevOps Setup,Medium,3,Cancelled,0,34.5,3,3,2,0,None,0,0,Low,0,0,0,0,0
1842,91,E-commerce,On Hold,54000,721,20,Developer,2,0.89,87.87,54.3,0.69,Code Review,High,2.9,Blocked,48,25,1,0,0,1,2333,1,0.55,Low,13.5,0,0,0,0
1843,91,E-commerce,On Hold,54000,721,71,Project Manager,0.5,0.97,134.17,49.1,0.68,DevOps Setup,Low,9.6,Not Started,31.2,49.9,5,1,1,1,2334,4,0.93,Critical,15,1,0,0,0
1844,91,E-commerce,On Hold,54000,721,19,QA Engineer,3.8,0.54,104.47,62.5,0.482,Documentation,High,4.1,Blocked,10.7,8.6,2,0,0,0,None,0,0,Low,1.1,0,0,0,0
1845,91,E-commerce,On Hold,54000,721,111,Project Manager,3.7,0.54,137.05,43.6,0.336,Code Review,High,4.3,In Progress,4.5,38.1,8,3,2,0,None,0,0,Low,2.1,0,0,0,0
1846,91,E-commerce,On Hold,54000,721,82,Developer,4.3,0.76,103.31,47.2,0.512,Frontend Development,Critical,5.9,Blocked,12.3,50.8,14,3,3,1,2337,2,0.88,Medium,8.6,1,0,0,0
1847,91,E-commerce,On Hold,54000,721,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,API Integration,High,2,Blocked,5,126.7,14,1,1,1,2338,3,0.43,High,6.2,0,0,0,0
1848,91,E-commerce,On Hold,54000,721,36,Developer,2.2,0.91,101.16,69.4,0.902,Data Migration,High,2.5,In Progress,58.7,200,37,3,2,0,None,0,0,Low,113.3,21,0,0,0
1849,91,E-commerce,On Hold,54000,721,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,Performance Optimization,Medium,9,In Progress,0.7,200,51,0,0,0,None,0,0,Low,1.6,0,0,0,0
1850,91,E-commerce,On Hold,54000,721,48,Senior Developer,11.5,0.66,162.39,27.3,0.257,Testing & QA,Medium,8.3,Not Started,47.2,32.4,9,1,4,2,2341,1,0.265,Low,17.7,4,0,0,0
1851,91,E-commerce,On Hold,54000,721,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,Code Review,Medium,10,In Progress,7,200,41,2,3,2,2343,2,0.535,Medium,16,2,0,0,0
1852,91,E-commerce,On Hold,54000,721,55,Developer,3.6,0.76,95.12,20.8,0.226,Data Migration,High,6.5,Blocked,3.4,35.4,1,1,1,0,None,0,0,Low,1.4,0,0,0,0
1853,91,E-commerce,On Hold,54000,721,143,QA Engineer,3.6,0.54,95.42,67.4,0.52,Backend Development,Medium,9.5,Not Started,25.7,33,4,3,2,1,2346,4,0.59,Critical,8,1,0,0,0
1854,91,E-commerce,On Hold,54000,721,10,Senior Developer,2.4,0.8,115.08,32.3,0.369,Performance Optimization,Medium,6.7,In Progress,48,6.1,1,2,2,0,None,0,0,Low,2.9,0,0,0,0
1855,91,E-commerce,On Hold,54000,721,98,Developer,4,0.98,106.85,20.1,0.281,UI/UX Design,High,4,Blocked,39.5,1.2,1,3,4,0,None,0,0,Low,0.5,0,0,0,0
1856,91,E-commerce,On Hold,54000,721,90,Project Manager,0.5,0.81,112.8,42,0.486,Data Migration,Medium,7.1,Blocked,1.1,163.8,13,2,4,1,2349,1,0.87,Low,2,0,0,0,0
1857,91,E-commerce,On Hold,54000,721,77,Developer,0.8,0.81,97.06,49.6,0.574,Documentation,Medium,5.8,In Progress,13,10.1,1,3,5,1,2350,2,0.54,Medium,1.5,0,0,0,0
1858,91,E-commerce,On Hold,54000,721,125,DevOps Engineer,0.5,0.84,113.06,49.2,0.59,Research,Medium,8.6,Not Started,37,8.8,1,3,6,0,None,0,0,Low,3,0,0,0,0
1859,91,E-commerce,On Hold,54000,721,92,QA Engineer,1.4,0.86,93.75,34.7,0.426,Documentation,High,9.8,Not Started,53.6,12.1,3,2,5,0,None,0,0,Low,7,1,0,0,0
1860,91,E-commerce,On Hold,54000,721,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Security Review,Medium,1.5,In Progress,14.2,15.2,1,2,7,2,2353,4,0.59,Critical,2.1,0,0,0,0
1861,91,E-commerce,On Hold,54000,721,108,Senior Developer,4.5,0.97,136.78,38.8,0.538,Frontend Development,Critical,3.1,Not Started,30.2,61.5,14,2,8,0,None,0,0,Low,27,4,0,0,0
1862,91,E-commerce,On Hold,54000,721,109,QA Engineer,7,0.73,108.99,54.5,0.568,Documentation,Medium,1.3,Blocked,10.1,181,25,0,0,0,None,0,0,Low,19.9,2,0,0,0
1863,91,E-commerce,On Hold,54000,721,30,UI/UX Designer,2.3,0.95,95.32,28.1,0.381,Frontend Development,Low,1.8,Not Started,55.3,39.7,6,0,0,0,None,0,0,Low,20.6,3,0,0,0
1864,91,E-commerce,On Hold,54000,721,33,DevOps Engineer,5.3,0.9,124.5,23.5,0.302,DevOps Setup,High,1.2,Blocked,54.5,6.5,1,0,0,2,2358,2,0.66,Medium,3.6,0,0,0,0
1865,92,SaaS,Completed,1013000,1065,109,QA Engineer,7,0.73,108.99,54.5,0.568,UI/UX Design,High,9.5,Completed,100,24.2,2,0,0,0,None,0,0,Low,32.8,3,1,1,0.355
1866,92,SaaS,Completed,1013000,1065,14,UI/UX Designer,0.5,0.77,86.44,39.4,0.433,UI/UX Design,Medium,6.7,Completed,100,45.5,2,0,0,0,None,0,0,Low,60,2,0,0,0.319
1867,92,SaaS,Completed,1013000,1065,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Testing & QA,Medium,8.6,Completed,100,38.2,7,1,1,1,2362,2,0.78,Medium,45,8,1,1,0.178
1868,92,SaaS,Completed,1013000,1065,12,UI/UX Designer,2.3,0.56,100.25,30.7,0.246,DevOps Setup,High,8.8,Completed,100,35.6,6,1,1,0,None,0,0,Low,56.5,8,1,2,0.587
1869,92,SaaS,Completed,1013000,1065,57,Project Manager,3.6,0.67,137.33,56.1,0.537,Testing & QA,Medium,3.3,Completed,100,17.2,2,2,2,0,None,0,0,Low,17.4,2,0,0,0.012
1870,92,SaaS,Completed,1013000,1065,138,Senior Developer,3.5,0.53,119.4,63.9,0.484,Performance Optimization,High,1.4,Completed,100,11.5,1,0,0,1,2365,2,0.82,Medium,15.6,1,0,0,0.357
1871,92,SaaS,Completed,1013000,1065,29,Senior Developer,6.2,0.66,144.35,48.6,0.458,API Integration,High,4.8,Completed,100,122,24,0,0,0,None,0,0,Low,171.6,37,1,13,0.407
1872,92,SaaS,Completed,1013000,1065,34,UI/UX Designer,3.8,0.95,107.94,53,0.719,Performance Optimization,High,2.6,Completed,100,200,17,3,3,0,None,0,0,Low,257,26,1,9,0.285
1873,92,SaaS,Completed,1013000,1065,6,QA Engineer,1.8,0.72,83.56,53.9,0.554,Performance Optimization,Medium,10,Completed,100,27.5,6,1,2,0,None,0,0,Low,33.1,5,0,0,0.204
1874,92,SaaS,Completed,1013000,1065,86,UI/UX Designer,2.4,0.73,101.66,44.3,0.462,Deployment,Medium,1.3,Completed,100,4.9,1,1,1,0,None,0,0,Low,6.7,1,0,0,0.367
1875,92,SaaS,Completed,1013000,1065,142,Developer,2,0.51,102.29,64.9,0.473,Bug Fixing,Medium,2.7,Completed,100,15.1,3,1,2,0,None,0,0,Low,22.4,3,0,0,0.483
1876,92,SaaS,Completed,1013000,1065,133,Project Manager,0.5,0.91,134,20,0.26,Frontend Development,High,6,Completed,100,200,58,3,2,1,2371,4,0.35,Critical,305.5,79,1,21,0.528
1877,92,SaaS,Completed,1013000,1065,51,Data Engineer,0.5,0.85,100.18,63.5,0.771,API Integration,Medium,5.9,Completed,100,24.6,4,1,3,2,2373,3,0.37,High,36,5,1,1,0.463
1878,92,SaaS,Completed,1013000,1065,102,Developer,4.9,0.75,105.26,21,0.225,Database Design,High,8.6,Completed,100,61.5,15,1,3,1,2374,1,0.77,Low,92.2,16,1,1,0.499
1879,92,SaaS,Completed,1013000,1065,75,Developer,1.9,0.58,94.13,51.2,0.424,Research,High,3,Completed,100,200,30,2,1,0,None,0,0,Low,183.9,34,1,4,0
1880,92,SaaS,Completed,1013000,1065,96,Developer,5.2,0.58,101.75,38.4,0.318,Deployment,Low,2.7,Completed,100,12.4,3,2,3,0,None,0,0,Low,13,3,0,0,0.048
1881,92,SaaS,Completed,1013000,1065,142,Developer,2,0.51,102.29,64.9,0.473,DevOps Setup,Medium,5.2,Completed,100,27.5,3,3,4,1,2377,3,0.34,High,25.9,3,0,0,0
1882,92,SaaS,Completed,1013000,1065,4,Project Manager,4.9,0.92,140.8,64.4,0.846,Code Review,Medium,7.4,Completed,100,69.5,7,3,5,0,None,0,0,Low,86.5,8,1,1,0.245
1883,92,SaaS,Completed,1013000,1065,135,Developer,1.2,0.89,91.15,38.2,0.486,Backend Development,High,5.7,Completed,100,18,2,0,0,2,2380,3,0.635,High,16.9,2,0,0,0
